,keywords,question_text,y_pred
59,"['calculus', 'trigonometric functions', 'inverse functions']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""1.5"",""33"") \} $PAR Compute without using a calculator. $PAR \( \tan^{-1}(\tan $num) = \) \{ans_rule()\}",[]
60,"['calculus', 'functions', 'composite functions', 'domain']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""1.3"",""31"") \} $PAR Calculate the composite functions \( f \circ g \) and \( g \circ f \). $PAR \( f(x) = $f, g(x) = $g \) $PAR \( f(g(x)) = \) \{ans_rule()\}  \( g(f(x)) = \) \{ans_rule()\}","['domain', 'composite functions', 'calculus', 'functions']"
61,"['linear equations', 'algebra']",Solve the equation for \( x \) \[$a1 (x+ $b1)+$c1 = -$d1 (x - $e1)-$f1\] \( x = \) \{ans_rule(15) \},"['financial mathematics', 'algebra']"
62,['calculus'],Find the definite integrals: $PAR (a) \( \int_0^1 \frac{x^4 + 4x + 8}{x^2 + 2x +2} dx = \) \{ans_rule(40)\} $PAR  (b) \( \int_0^1 \frac{x^4+5}{x^2 + 2x +2} dx = \)  \{ans_rule(40)\} $PAR   ,[]
63,"['calculus', 'functions', 'local maximum', 'absolute minimum', 'local minimum', 'maximum', 'minimum', 'differentiation', 'multivariable', 'extrema', 'absolute maximum']",  A closed rectangular box with faces parallel to the coordinate planes has one bottom corner at the origin and the opposite top corner in the first octant on the plane \( $xsl x + $ysl y + z = 1 \). What is the maximum volume of such a box?  $PAR volume = \{ ans_rule(35) \} ,"['multivariable', 'extrema', 'functions']"
64,"['combinatorics', 'permutation', 'counting', 'algebra']",Find the number of distinguishable permutations of the given letters $LQ$lts$RQ.   Your answer is : \{ans_rule(20) \},"['counting', 'combinatorics', 'permutation', 'algebra']"
65,['bases basis matrix'],"Let \[ A = $m. \] Find a basis for the row space of \(A\).  $BCENTER \(\big\lbrace\) \{ $multians->ans_array \}, $SPACE  $SPACE \{ $multians->ans_array \}  \(\big\rbrace.\) $ECENTER",['bases basis matrix']
66,"['work', 'integration']"," $PAR A bucket that weighs 4 lb and a rope of negligible weight are used to draw water from a well that is 80 ft deep.  The bucket starts with 40 lb of water and is pulled up at a rate of 2 ft/s, but water leaks out of a hole in the bucket at a rate of 0.2 lb/s.  Find the work done (in ft-lb) in pulling the bucket to the top of the well.  $PAR Work done = \{ans_rule(30)\} ft-lb ","['work chain cable lifting', 'leaky bucket']"
67,['algebra'],"   Solve the inequality    \( $a (x - $b) > $co1 (x - $d) \)    Answer: \(x\) \{ans_rule(2)\} \{ans_rule(30)\}    Instructions:  Enter either \(<\), \(>\), \(>=\) or \(<=\) in the first answer box.  Enter a number in the second answer box.   ",['algebra']
68,"['polar coordinates', 'area']", $PAR Find the area enclosed by the curve \(r=2\sin(\theta)+3\sin(9\theta).\)  $PAR Area = \{ans_rule(30)\} ,"['area', 'polar coordinates']"
69,"['linear functions', 'slope-intercept', 'lines', 'point-slope form']", Find an equation for the linear function which has slope $m and \(x\)-intercept $a. $PAR \( f(x) = \ \) \{ ans_rule(20) \},"['algebra', 'linear functions']"
70,['parametric equations']," Find an equation of the tangent line to the curve \( x = $xfunc,\quad  y=$yfunc \) at \( t=\pi\). $PAR  \( x(t) = \) \{ $mult->ans_rule(35) \}  \( y(t) = \) \{ $mult->ans_rule(35) \}  ${BITALIC}(Note that because the correctness of a parametrically described line depends on both \(x(t)\) and \(y(t)\), both of your answers may be marked incorrect if there is an error in one of them.)$EITALIC ","['product', 'quotient']"
71,"['calculus', 'functions', 'domain']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""1.3"",""1"") \} $PAR \{ $mc->print_q() \}  $PAR \( f(x) = $f \) $PAR \{ $mc->print_a() \}",[]
72,['differential equaltion'],"  Solve the following differential equation:    \(\   ($dx)dx+($dy)dy=0\).    \{ ans_rule(30) \}  = constant.  \{ AnswerFormatHelp(""formulas"") \}  ",['differential equaltion']
73,"['functions', 'algebra', 'factoring', 'polynomial function', 'polynomial', 'complex zero']",Factor \( P(x)=$p \) into  linear and irreducible quadratic factors with real coefficients.    Let \( P(x)=(x+a)(x^2+bx+c) \). Then    \(a=\)\{ ans_rule(10) \}  \(b=\)\{ ans_rule(10) \}    \(c=\)\{ ans_rule(10) \}   ,"['algebraic fractions', 'algebra', 'integration']"
74,"['calculus', 'slope', 'linear equations', 'intercepts', 'algebra']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""1.2"", ""1"") \} $PAR Find the slope, the \(y\)-intercept, and the \(x\)-intercept of the line \( y = $eqn \). $PAR slope: \{ans_rule()\} $PAR \(y\)-intercept: \{ans_rule()\} $PAR \(x\)-intercept: \{ans_rule()\}",[]
75,['logarithms']," Using laws of logarithms, write the expression below using sums and/or differences of logarithmic expressions which do not contain the logarithms of products, quotients, or powers. $PAR \( $expression = \) \{ ans_rule(30) \} \{ AnswerFormatHelp(""logarithms"") \}",['logarithms']
76,"['analytic trigonometry', 'half-angle', 'algebra']","If \( \sin 15^\circ = \frac{1}{2}\sqrt{A-\sqrt{B}}\),  then, by using a half-angle formula, find  \(A =\) \{ans_rule(10)\},  \(B =\) \{ans_rule(10)\}. ","['analytic trigonometry', 'half-angle', 'algebra']"
77,"['calculus', 'derivative', 'minimum', 'maximum']","Find the absolute maximum and absolute minimum values of \( f(t) = $b \cos t + $a \sin 2 t\) on the interval \(\left[0,\frac{\pi}{2}\right].\) $HR $BBOLD 1. $EBOLD Find the absolute maximum of \(f\) on the interval.  Answer: \{ans_rule(20)\} $PAR $BBOLD 2. $EBOLD Find the absolute minimum of \(f\) on the interval.  Answer: \{ans_rule(20)\} $HR","['maximum', 'minimum', 'derivative']"
78,['algebra']," The key to manipulating  \{htmlLink(""http://www.math.utah.edu/online/1010/rational/"", ""rational functions and expressions"")\} is that they work exactly like  \{htmlLink(""http://www.math.utah.edu/online/1010/fractions/"", ""fractions"")\}.     The rational function \[r(x) = \frac{x+1}{x-1}+\frac{2x+3}{x-2} \] can be written in standard form as  \(r(x) = ( \) \{ ans_rule(25) \} \( )/ ( \) EOT ANS(fun_cmp(""3x^2-5"", limits=>[[4,8]], vars=>[""x""])); TEXT(EV2(<<EOT)); \{ ans_rule(25) \}\()\). EOT ANS(fun_cmp(""(x-1)(x-2)"", limits=>[[4,8]], vars=>[""x""]));   SOLUTION(EV3(<<'END_SOLUTION'));","['denominator', 'numerator']"
79,['algebra'],"The effects of scaling, explored in the previous two problems for cubes and spheres, also apply to odd shaped objects.  Just think of them as composed of many small cubes and ask what happens to the cubes as you change their lengths.     In the novel $BITALIC Gulliver's travels $EITALIC by Jonathan Swift,  Gulliver visits a country, $BITALIC Brobdingnag $EITALIC , in which everything,  including people, plants, buildings, etc., is 12 times as large as in England. (In that same novel Gulliver visits several other strange countries, and in a conversation with the King of Brobdingnag casually refers to the future United States as ""our plantations in America"".)  Suppose Gulliver encounters a giant who is shaped exactly like Gulliver, except he is twelve times as tall.  Then the weight of that giant is \{ ans_rule(10) \} times that of Gulliver. EOT ANS(num_cmp(12**3)); TEXT(EV2(<<EOT)); The area of the cross section of one of the giant's bones is   \{ ans_rule(10) \} times that of Gulliver's corresponding bone. EOT ANS(num_cmp(12**2)); TEXT(EV2(<<EOT)); Hence the ratio of the giant's weight and the area of his bone's cross section is \{ ans_rule(10) \} times that of Gulliver's corresponding ratio.  What do you think would happen to the giant?   EOT ANS(num_cmp(12));      TEXT(EV3(<<'EOT'));  Hint: Understand \{htmlLink(""http://www.math.utah.edu/online/1010/scale/"", ""scaling"")\}. EOT   SOLUTION(EV3(<<'EOT'));  $BBOLD Solution:$EBOLD Those giants would weigh \(12^3=1728\) times as much as ordinary human beings, but the cross section of their bones would be multiplied only with \(12^2=144\).  As a result the giants would be sprawling on the ground unable to move.  They would also suffocate because their need of oxygen is multiplied with 1728 but the inner surface of their lungs is multiplied only with 144.  If they could overcome those obstacles they would have to spend twelve times as much time as human beings ingesting food since their need for food is increased by a factor 1728, but the cross section of their esophagus, which determines their capacity to ingest food, only by 144.  If they could manage that they would still develop 1728 times as much heat, but they could shed it only through a surface that is 144 times as large as ours. So if they somehow did come to exist they would develop a fever and soon die.  Remarkably, this simple and compelling piece of mathematics and common sense did not stop Jonathan Swift from writing an entertaining and quite famous story! ","['surface area', 'algebra']"
80,['linear equations system'],"  \( $C1 \)   In order for the system of equations above to be a consistent system,   \(k\) must be equal to \{ans_rule(10)\}.   ","['consistent', 'linear', 'system']"
81,['antiderivatives']," $PAR Let \(s(t)\) denote the position of a particle at time \(t\), and let \(v\) and \(a\) be the velocity and acceleration respectively.  The particle is moving according to the data \[v(t)=\sin(t)-\cos(t),\,s(0)=$a.\] Find a function describing the position of the particle.  $PAR \(s(t) =\) \{ans_rule(50)\} ",['antiderivatives']
82,"['rounding', 'common core', 'prealgebra', 'estimating']","Estimate the quotient by considering special values so that the result is a ""nice"" whole number. $BCENTER  $exp  \( \approx \) \{ ans_rule(5) \} \( \div \) \{ ans_rule(5) \} = \{ ans_rule(5) \}  $ECENTER  ",['algebraic expressions']
83,"['differentiation', 'product', 'quotient']"," $PAR  The function \(g\) is a twice differentiable function. Find \(f''\) in terms of \(g\), \(g'\), and \(g''\) if \(f(x)=g(x)/x\). Below, use ""g"" for \(g(x)\), ""h"" for \(g'(x)\), and ""k"" for \(g''(x)\).  $PAR  \(f''(x) =\) \{ans_rule(50)\} ","['second derivative', 'product', 'differentiation', 'quotient', 'calculus']"
84,"['quadratic equations', 'quadratic formula', 'algebra']",The equation \(x^2+$b1 x -$c1 = 0 \) has two solutions \(A\) and \(B\) where \(A < B\)   and \(A=\) \{ans_rule(25) \} and \(B=\) \{ans_rule(25) \},['algebra']
85,"['series', 'sequences', 'geometric sequence', 'algebra']","Find the sum of the first \($c\) terms of the geometric sequence \[ \lbrace $a1, $a2, $a3, $a4, \ldots\rbrace. \] $HR Sum: \{ans_rule(20)\} $PAR","['series', 'geometric sequence', 'algebra', 'sequences']"
86,"['statistics', 'hypothesis testing']","$PAR Consider the following quantities.  If the quantity is a parameter, type ""p"".  If the quantity is a statistic, type ""s"".     $PAR a)  \( \) $event[0]  answer: \{ans_rule(20)\} $PAR b)  \( \) $event[1]  answer: \{ans_rule(20)\} $PAR c)  \( \) $event[2]  answer: \{ans_rule(20)\} $PAR d)  \( \) $event[3]  answer: \{ans_rule(20)\} $PAR e)  \( \) $event[4]  answer: \{ans_rule(20)\} $PAR f)  \( \) $event[5]  answer: \{ans_rule(20)\} $PAR g)  \( \) $event[6]  answer: \{ans_rule(20)\} $PAR h)  \( \) $event[7]  answer: \{ans_rule(20)\} $PAR ",[]
87,['inner product orthogonal projection subspace'],Find the projection of \( \vec{v} = $v \) onto the subspace \(W\) of \( {\mathbb R}^3 \) spanned by  \( $x \) and \( $y \).   \( \mathrm{proj}_W(\vec{v})= \) \{ $ans->ans_array(15) \},[]
88,['differential equation linear']," GUESS  one function \(y(t)\) which  solves the problem below, by determining the general form the function might take and then evaluating some coefficients.  \[ $k t \frac{dy}{dt} + y = t^{$n} \]   Find \( y(t) \).  \(y(t) = \) \{ans_rule(40) \}. $PAR             END_TEXT  $showHint = 4; HINT(EV3(<<'EOF'));  Suppose \( f(t) \) is a polynomial of degree $n, i.e. \(f(t) = A +Bt + Ct^2 ... \) (use what ever degree seems right for your problem.).  Can you calculate values for the coefficients A, B, etc. which will define a function which solves the equation?  Of course this won't give you all solutions, but it gives you one and that is a very important start! (See the problems at the end of this set.)$PAR The particular solution that the computer checks for passes through the point y(0)=0",[]
89,['vector linear transformation function onto'], \{ $cmc -> print_q \}  \{ $cmc -> print_a \} ,[]
90,"['derivatives', 'limits']","Let \(f\) be defined by \[ f(x) = \begin{cases}             $a x+ m, & x < 2 \\             -$b x^2 + 2m, & x \geq 2           \end{cases} \] $PAR (a) Find (in terms of \(m\)) \(\displaystyle{\lim_{x\rightarrow 2^{+}} f(x)}\)  Limit = \{ans_rule(10) \} $PAR $PAR (b) Find (in terms of \(m\)) \(\displaystyle{\lim_{x\rightarrow 2^{-}} f(x)}\)  Limit = \{ans_rule(10) \} $PAR $PAR (c) Find all values of \(m\) such that \[ \lim_{x\rightarrow 2^{-}} f(x) = \lim_{x\rightarrow 2^{+}} f(x) \]  (Note: if there are more than one such value, list them separated by commas)  Values of \(m\) = \{ans_rule(15) \}","['continuity', 'limits']"
91,['calculus'],"\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""15.6"",""7"") \} $PAR Let \($map(u,v)=($x,$y)\) be a map from the \(uv\)-plane to the \(xy\)-plane.  $PAR Describe the image of the line \(v=4u\) under \($map\) in slope-intercept form. $PAR \(y=\) \{ans_rule()\} $PAR  END_TEXT  ANS($answer->cmp);  Context()->texStrings;  SOLUTION(EV3(<<'END_SOLUTION')); $PAR",[]
92,['algebra'], This problem concerns inverse functions.     Suppose \[f(x) = 3x + 4.\]  Then   \(f^{-1}(x) = \)  \{ ans_rule(15) \}.,[]
93,"['polynomial', 'zero', 'power function', 'rational function', 'factor']"," Find a possible formula for a fourth degree polynomial \( g \) that has a double zero at \( $q \ \), \( \ g($r) = 0 \ \) , \( \ g($s) = 0 \ \), and \( g(0) = $y0 \). $PAR \( g(x) = \) \{ ans_rule(40) \} ",['domain']
94,['algebra']," A major tool in elementary mathematics is the graphing of equations in the  \{htmlLink(""http://www.math.utah.edu/online/1010/coord/"", ""rectangular (or Cartesian) coordinate system"")\}.  The interplay  between algebra and geometry can be exploited to gain insights that would otherwise be much harder to obtain.  Particularly important are  equations whose graphs are \{htmlLink(""http://www.math.utah.edu/online/1010/straight/"", ""straight lines"")\}.     The line that passes through \((1,3)\) and has slope \(2\) can be written in  \{htmlLink(""http://www.math.utah.edu/online/1010/straight/index.html#general"", ""general form"")\} as  \(y-\)\{ ans_rule(20) \} \(x\) - EOT ANS(num_cmp(2)); TEXT(EV2(<<EOT)); \{ ans_rule(20) \} \(=0\). EOT ANS(num_cmp(1));    SOLUTION(EV3(<<'END_SOLUTION'));","['algebra', 'line']"
95,"['conditional', 'probability']",What is the probability that a $n-digit phone number contains at least one $b? (Repetition of numbers and lead zero are allowed).   Answer: \{ $ans->ans_rule(10) \} ,['probability']
96,"['function', 'directly proportional', 'inversely proportional', 'algebra']","\( M \) varies directly as \( x \) and inversely as \( y \).  If \( x \) = $a and \( y \) = $b, then \( M \) = $c.  Write \( M \) as a function of \( x \) and \( y \). 	$PAR 	\( M \) = \{ans_rule(40)\}",[]
97,"['predicate', 'logic']","$PAR What is the prime factorization of \(m\)?  \( m\cdot7\cdot 15\cdot 17\cdot 25\cdot 30 = 14\cdot 21 \cdot 34 \cdot 75 \cdot 85 \cdot 95  \)   \{ans_rule(10)\}    Find the prime factorizations of \(s\) and \(t\) for the smallest integer solutions of \( 60\cdot s = 126\cdot t \)  \(s=\)\{ans_rule(10)\}   \(t=\)\{ans_rule(10)\}    Note: Enter your answers as a comma-separated list. \(2\cdot 2\cdot 3\) should be entered as ""2,2,3""  $PAR $PAR END_TEXT  ############################ # Answer Evaluation  ANS($ans1->cmp()); ANS($ans2->cmp()); ANS($ans3->cmp());  ############################ # Solution  SOLUTION(EV3(<<'END_SOLUTION'));  $PAR SOLUTION $PAR  Part 1: The prime factorization of \(m\) is \( 2 \cdot 7 \cdot 17 \cdot 19 \)    Part 2:  The prime factorizations of \(s\) and \(t\) for the smallest integer solutions of \( 60\cdot s = 126\cdot t \) &nbsp are: &nbsp ","['logic', 'predicate']"
98,"['real numbers', 'algebraic expressions']",Write each English phrase as an algebraic expression.  Let \(x\) represent the number.  $PAR a) The difference of $question_phrase_a[$choose_a]  Answer:  \{ ans_rule(20) \}  $PAR b) $question_phrase_b[$choose_b]  Answer:  \{ ans_rule(20) \}  END_TEXT  ###################################### #  Answers  $showPartialCorrectAnswers = 1;  $ans_a=Formula($f[$choose_a]); ANS($ans_a->cmp);  $ans_b=Formula($g[$choose_b]); ANS($ans_b->cmp);  ###################################### # Solution  Context()->texStrings; BEGIN_SOLUTION  a) \($ans_a\),[]
99,"['calculus', 'trigonometric substitution', 'trigonometric integrals', 'trigonometric', 'integration', 'integrals', 'substitution']"," Evaluate the indefinite integral     \(\displaystyle \int \frac{ x^{$p}}{($aa - x^2)^{$n/2}} \,dx =\)  \{ans_rule( 50) \} \(+C\)  EOT  &HINT(EV3(<<'EOT')); $HINT   Make a trigonometric substitution.  To attack the resulting integral, remember that \( (\sin x)/(\cos x) = \tan x \) and that \( 1/(\cos x) = \sec x \).","['substitution', 'indefinite integrals', 'integration', 'calculus']"
100,"['union', 'intersection', 'set', 'algebra']"," Match the indicated sets below with the letters labeling their equivalent sets if \(A= \lbrace 1,2,3,4,5,6 \rbrace \) ,  \(B= \lbrace  2,4,6,8 \rbrace \) ,  \(C= \lbrace  7,8,9,10 \rbrace \) . ",['algebra']
101,"['calculus', 'derivatives', 'optimization', 'extrema', 'absolute']","Consider the function \( f(x) = $coef3 x^3 + $coef2 x^2 - $coef1 x + $coef0, \quad - $a1 \leq x \leq $c1 \). This function has an absolute minimum value equal to \{ans_rule(20) \}  EOT $ans = $coef3*$b1**3 + $coef2*$b1**2 - $coef1*$b1 + $coef0; ANS(num_cmp($ans)); TEXT(EV2(<<EOT)); and an absolute maximum value equal to \{ans_rule(20) \}","['derivatives', 'absolute', 'maximum', 'critical points', 'minimum', 'extrema', 'optimization', 'calculus']"
